"","date","pollster","right"
"686",2023-11-29,"YouGov",0.32
"687",2023-11-29,"Techne",0.31
"688",2023-11-28,"BMG",0.38
"689",2023-11-26,"R+W",0.35
"690",2023-11-24,"Deltapoll",0.36
"691",2023-11-24,"More in Common",0.36
"692",2023-11-24,"Savanta",0.33
"693",2023-11-23,"YouGov",0.34
"694",2023-11-23,"WeThink",0.34
"695",2023-11-23,"Techne",0.29
"696",2023-11-22,"Opinium",0.34
"697",2023-11-22,"Focaldata",0.33
"698",2023-11-19,"R+W",0.31
"699",2023-11-17,"Savanta",0.34
"700",2023-11-16,"WeThink",0.35
"701",2023-11-16,"Deltapoll",0.35
"702",2023-11-15,"Opinium",0.36
"703",2023-11-15,"More in Common",0.36
"704",2023-11-15,"Techne",0.3
"705",2023-11-14,"YouGov",0.31
"706",2023-11-14,"PeoplePolling",0.3
"707",2023-11-13,"Find Out Now",0.29
"708",2023-11-12,"R+W",0.35
"709",2023-11-10,"Savanta",0.34
"710",2023-11-10,"Deltapoll",0.33
"711",2023-11-09,"WeThink",0.32
"712",2023-11-08,"Opinium",0.35
"713",2023-11-08,"Techne",0.32
"714",2023-11-07,"YouGov",0.31
"715",2023-11-05,"R+W",0.37
"716",2023-11-03,"Savanta",0.34
"717",2023-11-03,"Deltapoll",0.32
"718",2023-11-03,"PeoplePolling",0.31
"719",2023-11-02,"WeThink",0.36
"720",2023-11-01,"Techne",0.32
"721",2023-11-01,"Ipsos",0.29
"722",2023-10-31,"More in Common",0.35
"723",2023-10-31,"Survation",0.35
"724",2023-10-31,"YouGov",0.32
"725",2023-10-31,"Find Out Now",0.31
"726",2023-10-29,"R+W",0.32
"727",2023-10-27,"Savanta",0.36
"728",2023-10-27,"Deltapoll",0.34
"729",2023-10-26,"WeThink",0.33
"730",2023-10-25,"Opinium",0.35
"731",2023-10-25,"Techne",0.32
"732",2023-10-24,"YouGov",0.32
"733",2023-10-23,"PeoplePolling",0.3
"734",2023-10-22,"R+W",0.34
"735",2023-10-20,"Savanta",0.34
"736",2023-10-19,"Deltapoll",0.35
"737",2023-10-19,"WeThink",0.34
"738",2023-10-18,"Techne",0.32
"739",2023-10-17,"YouGov",0.32
"740",2023-10-15,"R+W",0.36
"741",2023-10-14,"More in Common",0.37
"742",2023-10-13,"Savanta",0.34
"743",2023-10-13,"Deltapoll",0.33
"744",2023-10-12,"WeThink",0.35
"745",2023-10-11,"BMG",0.37
"746",2023-10-11,"Opinium",0.34
"747",2023-10-11,"Techne",0.32
"748",2023-10-11,"YouGov",0.32
"749",2023-10-11,"Ipsos",0.3
"750",2023-10-08,"R+W",0.35
"751",2023-10-06,"Savanta",0.35
"752",2023-10-05,"Deltapoll",0.36
"753",2023-10-05,"WeThink",0.34
"754",2023-10-04,"BMG",0.37
"755",2023-10-04,"Opinium",0.35
"756",2023-10-04,"YouGov",0.32
"757",2023-10-04,"Techne",0.32
"758",2023-10-01,"R+W",0.36
"759",2023-09-29,"Deltapoll",0.33
"760",2023-09-29,"Savanta",0.32
"761",2023-09-28,"WeThink",0.34
"762",2023-09-27,"Techne",0.33
"763",2023-09-26,"YouGov",0.32
"764",2023-09-24,"R+W",0.36
"765",2023-09-22,"Savanta",0.35
"766",2023-09-22,"Deltapoll",0.34
"767",2023-09-21,"YouGov",0.35
"768",2023-09-21,"WeThink",0.34
"769",2023-09-20,"Techne",0.31
"770",2023-09-18,"More in Common",0.35
"771",2023-09-18,"PeoplePolling",0.29
"772",2023-09-17,"R+W",0.32
"773",2023-09-15,"Savanta",0.31
"774",2023-09-14,"WeThink",0.34
"775",2023-09-13,"Opinium",0.34
"776",2023-09-13,"PeoplePolling",0.33
"777",2023-09-13,"Techne",0.32
"778",2023-09-13,"YouGov",0.32
"779",2023-09-11,"Survation",0.34
"780",2023-09-11,"Deltapoll",0.3
"781",2023-09-10,"R+W",0.31
"782",2023-09-07,"WeThink",0.32
"783",2023-09-07,"YouGov",0.3
"784",2023-09-06,"Techne",0.32
"785",2023-09-06,"Ipsos",0.28
"786",2023-09-03,"R+W",0.34
"787",2023-09-01,"Deltapoll",0.36
"788",2023-09-01,"Savanta",0.35
"789",2023-09-01,"More in Common",0.35
"790",2023-08-31,"WeThink",0.32
"791",2023-08-31,"Kantar",0.32
"792",2023-08-30,"Opinium",0.36
"793",2023-08-30,"YouGov",0.33
"794",2023-08-30,"Techne",0.32
"795",2023-08-27,"Opinium",0.36
"796",2023-08-27,"R+W",0.35
"797",2023-08-25,"Savanta",0.34
"798",2023-08-24,"Deltapoll",0.36
"799",2023-08-23,"WeThink",0.32
"800",2023-08-22,"BMG",0.37
"801",2023-08-22,"YouGov",0.33
"802",2023-08-22,"PeoplePolling",0.3
"803",2023-08-20,"R+W",0.34
"804",2023-08-18,"Survation",0.34
"805",2023-08-17,"WeThink",0.35
"806",2023-08-17,"YouGov",0.33
"807",2023-08-17,"Deltapoll",0.3
"808",2023-08-16,"Opinium",0.35
"809",2023-08-14,"More in Common",0.35
"810",2023-08-13,"R+W",0.33
"811",2023-08-10,"YouGov",0.33
"812",2023-08-10,"WeThink",0.3
"813",2023-08-09,"Deltapoll",0.34
"814",2023-08-06,"R+W",0.35
"815",2023-08-04,"Deltapoll",0.32
"816",2023-08-03,"WeThink",0.32
"817",2023-08-02,"Opinium",0.36
"818",2023-08-02,"Techne",0.33
"819",2023-08-02,"YouGov",0.32
"820",2023-07-31,"Find Out Now",0.28
"821",2023-07-30,"R+W",0.35
"822",2023-07-28,"Deltapoll",0.32
"823",2023-07-27,"WeThink",0.31
"824",2023-07-26,"Techne",0.33
"825",2023-07-25,"BMG",0.34
"826",2023-07-25,"YouGov",0.32
"827",2023-07-23,"R+W",0.34
"828",2023-07-21,"Savanta",0.32
"829",2023-07-21,"Deltapoll",0.32
"830",2023-07-20,"WeThink",0.32
"831",2023-07-19,"Opinium",0.35
"832",2023-07-19,"Techne",0.33
"833",2023-07-19,"YouGov",0.33
"834",2023-07-19,"Ipsos",0.32
"835",2023-07-16,"R+W",0.35
"836",2023-07-14,"More in Common",0.34
"837",2023-07-14,"Savanta",0.33
"838",2023-07-14,"Deltapoll",0.31
"839",2023-07-13,"WeThink",0.31
"840",2023-07-12,"Techne",0.32
"841",2023-07-10,"YouGov",0.33
"842",2023-07-09,"R+W",0.32
"843",2023-07-07,"Savanta",0.35
"844",2023-07-07,"Survation",0.33
"845",2023-07-07,"Deltapoll",0.33
"846",2023-07-06,"WeThink",0.3
"847",2023-07-05,"Opinium",0.36
"848",2023-07-05,"Techne",0.32
"849",2023-07-05,"YouGov",0.31
"850",2023-07-02,"R+W",0.33
"851",2023-06-30,"Survation",0.34
"852",2023-06-30,"Savanta",0.32
"853",2023-06-29,"WeThink",0.33
"854",2023-06-29,"Deltapoll",0.31
"855",2023-06-28,"Techne",0.33
"856",2023-06-28,"Opinium",0.32
"857",2023-06-27,"BMG",0.35
"858",2023-06-27,"YouGov",0.32
"859",2023-06-25,"R+W",0.32
"860",2023-06-23,"Savanta",0.36
"861",2023-06-23,"Deltapoll",0.32
"862",2023-06-23,"Survation",0.32
"863",2023-06-22,"WeThink",0.33
"864",2023-06-21,"Opinium",0.36
"865",2023-06-21,"Techne",0.34
"866",2023-06-20,"YouGov",0.29
"867",2023-06-18,"R+W",0.33
"868",2023-06-16,"Deltapoll",0.33
"869",2023-06-16,"Savanta",0.32
"870",2023-06-15,"More in Common",0.34
"871",2023-06-15,"Survation",0.32
"872",2023-06-15,"WeThink",0.31
"873",2023-06-15,"YouGov",0.31
"874",2023-06-14,"Techne",0.34
"875",2023-06-14,"Ipsos",0.28
"876",2023-06-11,"R+W",0.36
"877",2023-06-09,"Deltapoll",0.37
"878",2023-06-09,"Savanta",0.36
"879",2023-06-08,"WeThink",0.33
"880",2023-06-07,"Opinium",0.35
"881",2023-06-07,"Techne",0.34
"882",2023-06-06,"YouGov",0.33
"883",2023-06-04,"R+W",0.35
"884",2023-06-02,"Deltapoll",0.36
"885",2023-06-02,"Savanta",0.35
"886",2023-06-02,"YouGov",0.33
"887",2023-06-01,"WeThink",0.31
"888",2023-05-31,"Techne",0.33
"889",2023-05-30,"BMG",0.34
"890",2023-05-30,"YouGov",0.33
"891",2023-05-28,"R+W",0.33
"892",2023-05-26,"Savanta",0.36
"893",2023-05-25,"WeThink",0.33
"894",2023-05-25,"YouGov",0.32
"895",2023-05-24,"Techne",0.34
"896",2023-05-23,"Opinium",0.34
"897",2023-05-21,"R+W",0.35
"898",2023-05-19,"Savanta",0.35
"899",2023-05-19,"Deltapoll",0.35
"900",2023-05-18,"Kantar",0.35
"901",2023-05-17,"Techne",0.34
"902",2023-05-17,"YouGov",0.31
"903",2023-05-17,"WeThink",0.31
"904",2023-05-14,"R+W",0.36
"905",2023-05-12,"Deltapoll",0.36
"906",2023-05-12,"More in Common",0.36
"907",2023-05-12,"Savanta",0.34
"908",2023-05-11,"WeThink",0.3
"909",2023-05-10,"Opinium",0.35
"910",2023-05-10,"Techne",0.33
"911",2023-05-10,"Ipsos",0.3
"912",2023-05-09,"YouGov",0.32
"913",2023-05-07,"R+W",0.34
"914",2023-05-05,"Savanta",0.35
"915",2023-05-05,"Deltapoll",0.34
"916",2023-05-04,"WeThink",0.33
"917",2023-05-03,"BMG",0.34
"918",2023-05-03,"YouGov",0.32
"919",2023-05-02,"Techne",0.35
"920",2023-04-30,"R+W",0.35
"921",2023-04-28,"Savanta",0.36
"922",2023-04-28,"Deltapoll",0.35
"923",2023-04-26,"Techne",0.36
"924",2023-04-26,"YouGov",0.34
"925",2023-04-26,"WeThink",0.34
"926",2023-04-26,"Opinium",0.33
"927",2023-04-24,"Deltapoll",0.37
"928",2023-04-24,"Survation",0.32
"929",2023-04-23,"R+W",0.35
"930",2023-04-21,"Savanta",0.38
"931",2023-04-20,"Focaldata",0.35
"932",2023-04-20,"WeThink",0.34
"933",2023-04-19,"Techne",0.36
"934",2023-04-18,"YouGov",0.35
"935",2023-04-16,"R+W",0.36
"936",2023-04-14,"Savanta",0.36
"937",2023-04-13,"Deltapoll",0.34
"938",2023-04-12,"Techne",0.36
"939",2023-04-12,"Opinium",0.36
"940",2023-04-12,"YouGov",0.33
"941",2023-04-12,"WeThink",0.32
"942",2023-04-09,"R+W",0.36
"943",2023-04-06,"More in Common",0.35
"944",2023-04-06,"WeThink",0.33
"945",2023-04-05,"Opinium",0.37
"946",2023-04-05,"Techne",0.35
"947",2023-04-05,"YouGov",0.33
"948",2023-04-02,"R+W",0.33
"949",2023-03-31,"Savanta",0.34
"950",2023-03-31,"Deltapoll",0.34
"951",2023-03-29,"Opinium",0.36
"952",2023-03-29,"Techne",0.35
"953",2023-03-29,"Survation",0.34
"954",2023-03-29,"YouGov",0.33
"955",2023-03-29,"PeoplePolling",0.32
"956",2023-03-28,"WeThink",0.33
"957",2023-03-28,"Find Out Now",0.29
"958",2023-03-26,"R+W",0.35
"959",2023-03-24,"Deltapoll",0.36
"960",2023-03-24,"Savanta",0.33
"961",2023-03-23,"Survation",0.36
"962",2023-03-23,"WeThink",0.35
"963",2023-03-22,"Techne",0.36
"964",2023-03-22,"PeoplePolling",0.31
"965",2023-03-22,"Ipsos",0.29
"966",2023-03-21,"YouGov",0.29
"967",2023-03-19,"R+W",0.31
"968",2023-03-17,"Deltapoll",0.39
"969",2023-03-17,"Survation",0.36
"970",2023-03-17,"Savanta",0.35
"971",2023-03-16,"PeoplePolling",0.26
"972",2023-03-15,"Opinium",0.36
"973",2023-03-15,"Techne",0.35
"974",2023-03-15,"BMG",0.35
"975",2023-03-15,"WeThink",0.34
"976",2023-03-15,"YouGov",0.33
"977",2023-03-13,"Survation",0.35
"978",2023-03-12,"R+W",0.33
"979",2023-03-10,"Savanta",0.35
"980",2023-03-10,"Deltapoll",0.32
"981",2023-03-10,"Find Out Now",0.29
"982",2023-03-09,"WeThink",0.32
"983",2023-03-08,"Opinium",0.37
"984",2023-03-08,"Techne",0.35
"985",2023-03-08,"PeoplePolling",0.3
"986",2023-03-07,"YouGov",0.3
"987",2023-03-05,"R+W",0.31
"988",2023-03-03,"Savanta",0.37
"989",2023-03-02,"Deltapoll",0.36
"990",2023-03-02,"Survation",0.34
"991",2023-03-02,"WeThink",0.32
"992",2023-03-01,"Techne",0.35
"993",2023-03-01,"Opinium",0.35
"994",2023-03-01,"PeoplePolling",0.31
"995",2023-03-01,"Find Out Now",0.3
"996",2023-02-28,"YouGov",0.31
"997",2023-02-26,"R+W",0.31
"998",2023-02-24,"Deltapoll",0.37
"999",2023-02-24,"Savanta",0.35
"1000",2023-02-22,"Techne",0.32
"1001",2023-02-22,"WeThink",0.32
"1002",2023-02-22,"PeoplePolling",0.29
"1003",2023-02-22,"Ipsos",0.28
"1004",2023-02-21,"BMG",0.35
"1005",2023-02-21,"YouGov",0.31
"1006",2023-02-18,"R+W",0.3
"1007",2023-02-17,"Savanta",0.35
"1008",2023-02-17,"Deltapoll",0.31
"1009",2023-02-16,"Kantar",0.34
"1010",2023-02-15,"Opinium",0.35
"1011",2023-02-15,"Techne",0.33
"1012",2023-02-15,"WeThink",0.32
"1013",2023-02-15,"PeoplePolling",0.28
"1014",2023-02-14,"YouGov",0.29
"1015",2023-02-13,"Techne",0.31
"1016",2023-02-12,"R+W",0.33
"1017",2023-02-10,"Focaldata",0.34
"1018",2023-02-10,"Savanta",0.33
"1019",2023-02-10,"Survation",0.33
"1020",2023-02-10,"Deltapoll",0.32
"1021",2023-02-09,"WeThink",0.34
"1022",2023-02-08,"Techne",0.32
"1023",2023-02-08,"YouGov",0.3
"1024",2023-02-08,"PeoplePolling",0.28
"1025",2023-02-05,"R+W",0.3
"1026",2023-02-03,"Deltapoll",0.35
"1027",2023-02-03,"Savanta",0.32
"1028",2023-02-02,"WeThink",0.3
"1029",2023-02-01,"Techne",0.34
"1030",2023-02-01,"Survation",0.33
"1031",2023-02-01,"PeoplePolling",0.29
"1032",2023-01-31,"YouGov",0.3
"1033",2023-01-29,"R+W",0.33
"1034",2023-01-27,"Savanta",0.32
"1035",2023-01-27,"Find Out Now",0.28
"1036",2023-01-26,"Deltapoll",0.34
"1037",2023-01-26,"WeThink",0.33
"1038",2023-01-25,"Techne",0.33
"1039",2023-01-24,"BMG",0.35
"1040",2023-01-24,"YouGov",0.32
"1041",2023-01-24,"PeoplePolling",0.28
"1042",2023-01-22,"R+W",0.32
"1043",2023-01-20,"Savanta",0.34
"1044",2023-01-19,"Deltapoll",0.37
"1045",2023-01-19,"WeThink",0.29
"1046",2023-01-18,"Techne",0.33
"1047",2023-01-18,"YouGov",0.33
"1048",2023-01-18,"PeoplePolling",0.29
"1049",2023-01-18,"Ipsos",0.29
"1050",2023-01-17,"Focaldata",0.31
"1051",2023-01-15,"R+W",0.33
"1052",2023-01-13,"Savanta",0.34
"1053",2023-01-12,"Deltapoll",0.36
"1054",2023-01-11,"Opinium",0.35
"1055",2023-01-11,"Techne",0.33
"1056",2023-01-11,"WeThink",0.31
"1057",2023-01-11,"PeoplePolling",0.28
"1058",2023-01-10,"YouGov",0.32
"1059",2023-01-08,"R+W",0.32
"1060",2023-01-05,"Deltapoll",0.36
"1061",2023-01-05,"WeThink",0.31
"1062",2023-01-04,"Techne",0.33
"1063",2023-01-04,"YouGov",0.32
"1064",2023-01-04,"PeoplePolling",0.3
"1065",2023-01-02,"R+W",0.32
"1066",2022-12-28,"PeoplePolling",0.27
"1067",2022-12-22,"WeThink",0.31
"1068",2022-12-21,"Techne",0.35
"1069",2022-12-21,"PeoplePolling",0.3
"1070",2022-12-20,"YouGov",0.32
"1071",2022-12-20,"YouGov",0.31
"1072",2022-12-16,"Savanta",0.33
"1073",2022-12-15,"WeThink",0.32
"1074",2022-12-14,"Opinium",0.37
"1075",2022-12-14,"Techne",0.34
"1076",2022-12-14,"YouGov",0.32
"1077",2022-12-14,"PeoplePolling",0.31
"1078",2022-12-11,"R+W",0.36
"1079",2022-12-09,"Deltapoll",0.37
"1080",2022-12-09,"Savanta",0.35
"1081",2022-12-08,"Kantar",0.35
"1082",2022-12-08,"WeThink",0.34
"1083",2022-12-07,"Techne",0.32
"1084",2022-12-07,"PeoplePolling",0.29
"1085",2022-12-07,"Ipsos",0.26
"1086",2022-12-06,"YouGov",0.32
"1087",2022-12-04,"R+W",0.31
"1088",2022-12-02,"Savanta",0.36
"1089",2022-12-02,"Savanta / Electoral Calculus",0.32
"1090",2022-12-01,"Deltapoll",0.33
"1091",2022-12-01,"WeThink",0.3
"1092",2022-11-30,"Opinium",0.35
"1093",2022-11-30,"Techne",0.31
"1094",2022-11-30,"PeoplePolling",0.28
"1095",2022-11-29,"BMG",0.34
"1096",2022-11-29,"YouGov",0.31
"1097",2022-11-27,"R+W",0.32
"1098",2022-11-25,"Savanta",0.31
"1099",2022-11-24,"Deltapoll",0.35
"1100",2022-11-23,"WeThink",0.31
"1101",2022-11-23,"PeoplePolling",0.29
"1102",2022-11-23,"Techne",0.27
"1103",2022-11-22,"YouGov",0.3
"1104",2022-11-20,"R+W",0.33
"1105",2022-11-18,"Savanta",0.31
"1106",2022-11-18,"PeoplePolling",0.27
"1107",2022-11-17,"Kantar",0.37
"1108",2022-11-17,"Deltapoll",0.31
"1109",2022-11-17,"Techne",0.28
"1110",2022-11-17,"Opinium",0.28
"1111",2022-11-17,"WeThink",0.26
"1112",2022-11-16,"R+W",0.32
"1113",2022-11-15,"YouGov",0.32
"1114",2022-11-13,"R+W",0.3
"1115",2022-11-10,"WeThink",0.34
"1116",2022-11-10,"Deltapoll",0.32
"1117",2022-11-09,"R+W",0.32
"1118",2022-11-09,"Ipsos",0.32
"1119",2022-11-09,"Techne",0.3
"1120",2022-11-09,"YouGov",0.3
"1121",2022-11-09,"PeoplePolling",0.29
"1122",2022-11-06,"R+W",0.32
"1123",2022-11-04,"Deltapoll",0.34
"1124",2022-11-03,"WeThink",0.33
"1125",2022-11-02,"R+W",0.34
"1126",2022-11-02,"Techne",0.29
"1127",2022-11-02,"Opinium",0.28
"1128",2022-11-01,"Survation",0.32
"1129",2022-11-01,"YouGov",0.3
"1130",2022-11-01,"PeoplePolling",0.26
"1131",2022-10-31,"Focaldata",0.34
"1132",2022-10-30,"R+W",0.3
"1133",2022-10-28,"Deltapoll",0.31
"1134",2022-10-27,"WeThink",0.31
"1135",2022-10-26,"Survation",0.28
"1136",2022-10-26,"Opinium",0.28
"1137",2022-10-26,"PeoplePolling",0.27
"1138",2022-10-26,"Techne",0.26
"1139",2022-10-25,"YouGov",0.29
"1140",2022-10-25,"R+W",0.27
"1141",2022-10-24,"BMG",0.31
"1142",2022-10-24,"YouGov",0.29
"1143",2022-10-23,"Deltapoll",0.29
"1144",2022-10-23,"R+W",0.25
"1145",2022-10-21,"Savanta",0.31
"1146",2022-10-21,"WeThink",0.25
"1147",2022-10-20,"Focaldata",0.27
"1148",2022-10-20,"WeThink",0.25
"1149",2022-10-20,"YouGov",0.24
"1150",2022-10-20,"PeoplePolling",0.19
"1151",2022-10-19,"Deltapoll",0.29
"1152",2022-10-19,"R+W",0.23
"1153",2022-10-19,"Opinium",0.23
"1154",2022-10-19,"Techne",0.22
"1155",2022-10-18,"Survation",0.26
"1156",2022-10-16,"R+W",0.22
"1157",2022-10-14,"Savanta",0.25
"1158",2022-10-13,"WeThink",0.3
"1159",2022-10-13,"Deltapoll",0.29
"1160",2022-10-13,"R+W",0.26
"1161",2022-10-12,"Techne",0.25
"1162",2022-10-12,"PeoplePolling",0.23
"1163",2022-10-11,"YouGov",0.26
"1164",2022-10-09,"R+W",0.28
"1165",2022-10-07,"Savanta",0.26
"1166",2022-10-06,"Deltapoll",0.3
"1167",2022-10-06,"WeThink",0.28
"1168",2022-10-06,"YouGov",0.27
"1169",2022-10-06,"PeoplePolling",0.24
"1170",2022-10-05,"Ipsos",0.29
"1171",2022-10-05,"R+W",0.27
"1172",2022-10-05,"Techne",0.26
"1173",2022-10-05,"Opinium",0.26
"1174",2022-10-02,"R+W",0.27
"1175",2022-09-30,"Savanta",0.28
"1176",2022-09-29,"Survation",0.31
"1177",2022-09-29,"WeThink",0.26
"1178",2022-09-28,"R+W",0.33
"1179",2022-09-28,"Techne",0.27
"1180",2022-09-28,"Opinium",0.27
"1181",2022-09-28,"YouGov",0.25
"1182",2022-09-28,"PeoplePolling",0.23
"1183",2022-09-27,"BMG",0.33
"1184",2022-09-27,"Deltapoll",0.32
"1185",2022-09-26,"Opinium",0.28
"1186",2022-09-25,"R+W",0.33
"1187",2022-09-23,"WeThink",0.36
"1188",2022-09-23,"Savanta",0.32
"1189",2022-09-23,"YouGov",0.31
"1190",2022-09-23,"Find Out Now",0.31
"1191",2022-09-22,"Kantar",0.4
"1192",2022-09-22,"Deltapoll",0.34
"1193",2022-09-21,"R+W",0.36
"1194",2022-09-21,"YouGov",0.35
"1195",2022-09-21,"Techne",0.34
"1196",2022-09-21,"Opinium",0.34
"1197",2022-09-21,"PeoplePolling",0.32
"1198",2022-09-18,"R+W",0.37
"1199",2022-09-16,"Deltapoll",0.36
"1200",2022-09-15,"Savanta",0.36
"1201",2022-09-14,"Techne",0.35
"1202",2022-09-13,"PeoplePolling",0.33
"1203",2022-09-11,"Savanta",0.38
"1204",2022-09-11,"R+W",0.34
"1205",2022-09-11,"YouGov",0.34
"1206",2022-09-09,"Deltapoll",0.36
"1207",2022-09-08,"Stack Data Strategy",0.36
"1208",2022-09-07,"Techne",0.34
"1209",2022-09-07,"Ipsos",0.33
"1210",2022-09-07,"R+W",0.32
"1211",2022-09-07,"PeoplePolling",0.32
"1212",2022-09-06,"YouGov",0.32
"1213",2022-09-04,"R+W",0.34
"1214",2022-08-31,"Deltapoll",0.36
"1215",2022-08-31,"R+W",0.34
"1216",2022-08-31,"Survation",0.34
"1217",2022-08-31,"Opinium",0.34
"1218",2022-08-31,"Techne",0.32
"1219",2022-08-31,"YouGov",0.31
"1220",2022-08-30,"PeoplePolling",0.29
"1221",2022-08-28,"R+W",0.37
"1222",2022-08-26,"Deltapoll",0.34
"1223",2022-08-24,"R+W",0.35
"1224",2022-08-24,"Techne",0.33
"1225",2022-08-23,"YouGov",0.36
"1226",2022-08-22,"PeoplePolling",0.31
"1227",2022-08-21,"R+W",0.34
"1228",2022-08-19,"Deltapoll",0.34
"1229",2022-08-18,"Kantar",0.35
"1230",2022-08-18,"Opinium",0.31
"1231",2022-08-16,"BMG",0.35
"1232",2022-08-16,"YouGov",0.32
"1233",2022-08-14,"R+W",0.37
"1234",2022-08-10,"Techne",0.35
"1235",2022-08-09,"YouGov",0.34
"1236",2022-08-07,"R+W",0.38
"1237",2022-08-04,"R+W",0.36
"1238",2022-08-04,"YouGov",0.36
"1239",2022-08-03,"Techne",0.34
"1240",2022-08-03,"Opinium",0.34
"1241",2022-07-31,"R+W",0.38
"1242",2022-07-28,"Kantar",0.37
"1243",2022-07-27,"R+W",0.38
"1244",2022-07-27,"YouGov",0.38
"1245",2022-07-27,"Techne",0.33
"1246",2022-07-24,"R+W",0.37
"1247",2022-07-22,"Savanta",0.33
"1248",2022-07-21,"Deltapoll",0.37
"1249",2022-07-21,"Savanta",0.36
"1250",2022-07-21,"YouGov",0.36
"1251",2022-07-21,"Opinium",0.34
"1252",2022-07-21,"Ipsos",0.32
"1253",2022-07-20,"R+W",0.38
"1254",2022-07-20,"Techne",0.32
"1255",2022-07-17,"R+W",0.35
"1256",2022-07-15,"Savanta",0.33
"1257",2022-07-14,"Kantar",0.38
"1258",2022-07-14,"Techne",0.31
"1259",2022-07-13,"YouGov",0.33
"1260",2022-07-12,"JL Partners",0.35
"1261",2022-07-11,"WeThink",0.3
"1262",2022-07-10,"R+W",0.36
"1263",2022-07-08,"Savanta",0.31
"1264",2022-07-07,"R+W",0.33
"1265",2022-07-07,"Techne",0.29
"1266",2022-07-06,"Survation",0.34
"1267",2022-07-06,"Opinium",0.33
"1268",2022-07-06,"YouGov",0.32
"1269",2022-07-03,"R+W",0.4
"1270",2022-07-01,"Savanta",0.36
"1271",2022-06-29,"R+W",0.35
"1272",2022-06-29,"Techne",0.33
"1273",2022-06-29,"WeThink",0.31
"1274",2022-06-28,"YouGov",0.36
"1275",2022-06-28,"BMG",0.36
"1276",2022-06-27,"Survation",0.37
"1277",2022-06-26,"R+W",0.36
"1278",2022-06-24,"Savanta",0.35
"1279",2022-06-22,"YouGov",0.38
"1280",2022-06-22,"R+W",0.36
"1281",2022-06-22,"Opinium",0.34
"1282",2022-06-22,"Techne",0.32
"1283",2022-06-22,"Ipsos",0.31
"1284",2022-06-19,"R+W",0.38
"1285",2022-06-17,"Savanta",0.34
"1286",2022-06-16,"Kantar",0.4
"1287",2022-06-15,"R+W",0.37
"1288",2022-06-15,"YouGov",0.37
"1289",2022-06-15,"Techne",0.33
"1290",2022-06-12,"R+W",0.34
"1291",2022-06-10,"Survation",0.37
"1292",2022-06-10,"Savanta",0.36
"1293",2022-06-08,"R+W",0.36
"1294",2022-06-08,"YouGov",0.35
"1295",2022-06-08,"Opinium",0.34
"1296",2022-06-08,"Techne",0.33
"1297",2022-06-05,"R+W",0.38
"1298",2022-06-01,"R+W",0.37
"1299",2022-06-01,"YouGov",0.36
"1300",2022-05-31,"Techne",0.32
"1301",2022-05-30,"WeThink",0.3
"1302",2022-05-29,"R+W",0.38
"1303",2022-05-27,"Savanta",0.34
"1304",2022-05-25,"R+W",0.34
"1305",2022-05-25,"WeThink",0.34
"1306",2022-05-25,"Techne",0.33
"1307",2022-05-25,"Opinium",0.33
"1308",2022-05-24,"YouGov",0.35
"1309",2022-05-22,"R+W",0.37
"1310",2022-05-20,"Savanta",0.36
"1311",2022-05-19,"Kantar",0.36
"1312",2022-05-18,"R+W",0.38
"1313",2022-05-18,"Savanta",0.36
"1314",2022-05-18,"YouGov",0.35
"1315",2022-05-18,"Techne",0.35
"1316",2022-05-15,"R+W",0.38
"1317",2022-05-13,"Savanta",0.36
"1318",2022-05-11,"Ipsos",0.35
"1319",2022-05-11,"Techne",0.34
"1320",2022-05-11,"Opinium",0.34
"1321",2022-05-10,"YouGov",0.36
"1322",2022-05-09,"Find Out Now",0.38
"1323",2022-05-08,"R+W",0.35
"1324",2022-05-06,"Savanta",0.37
"1325",2022-05-05,"YouGov",0.39
"1326",2022-05-04,"Techne",0.34
"1327",2022-05-01,"R+W",0.36
"1328",2022-04-29,"Savanta",0.38
"1329",2022-04-27,"Techne",0.35
"1330",2022-04-26,"YouGov",0.36
"1331",2022-04-24,"R+W",0.38
"1332",2022-04-22,"Savanta",0.37
"1333",2022-04-22,"Survation",0.35
"1334",2022-04-20,"Ipsos",0.36
"1335",2022-04-20,"Techne",0.34
"1336",2022-04-20,"Opinium",0.34
"1337",2022-04-19,"YouGov",0.36
"1338",2022-04-17,"R+W",0.37
"1339",2022-04-14,"Opinium",0.35
"1340",2022-04-13,"YouGov",0.38
"1341",2022-04-13,"Deltapoll",0.36
"1342",2022-04-13,"Techne",0.34
"1343",2022-04-10,"R+W",0.38
"1344",2022-04-08,"Savanta",0.37
"1345",2022-04-07,"Kantar",0.4
"1346",2022-04-06,"YouGov",0.38
"1347",2022-04-06,"Focaldata",0.38
"1348",2022-04-06,"Techne",0.35
"1349",2022-04-06,"Opinium",0.34
"1350",2022-04-06,"WeThink",0.28
"1351",2022-04-03,"R+W",0.39
"1352",2022-04-01,"Savanta",0.36
"1353",2022-03-30,"Techne",0.36
"1354",2022-03-29,"YouGov",0.38
"1355",2022-03-28,"Survation",0.38
"1356",2022-03-27,"R+W",0.4
"1357",2022-03-25,"Savanta",0.38
"1358",2022-03-23,"YouGov",0.39
"1359",2022-03-23,"Opinium",0.36
"1360",2022-03-23,"Techne",0.35
"1361",2022-03-22,"YouGov",0.4
"1362",2022-03-20,"R+W",0.37
"1363",2022-03-18,"Savanta",0.38
